areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04
Central Park South,Manhattan,neighborhood,11500.000,10000.000,10000.000,11000.000,11000.000,11000.000,12000.000,11000.000,12500.000,11250.000,12500.000,11500.000,11500.000,12000.000,12000.000,12000.000,12500.000,12500.000,12250.000,10500.000,12500.000,,10500.000,10750.000,10000.000,10250.000,10000.000,10875.000,11000.000,10750.000,10250.000,10250.000,8825.000,8900.000,9500.000,8900.000,10350.000,10000.000,10000.000,10000.000,10425.000,10175.000,10750.000,11550.000,11250.000,10425.000,11725.000,11995.000,11450.000,10500.000,11998.000,14000.000,14250.000,14000.000,12750.000,12950.000,12950.000,12750.000,12500.000,12500.000,12500.000,11225.000,11225.000,10500.000,11500.000,12900.000,12250.000,12250.000,11500.000,11500.000,10500.000,10500.000,10500.000,10500.000,11250.000,12300.000,9750.000,9500.000,9750.000,9500.000,9250.000,9000.000,9500.000,9500.000,9500.000,9500.000,9500.000,9500.000,9500.000,9475.000,9450.000,9900.000,10240.000,9900.000,9980.000,9650.000,9650.000,9500.000,9500.000,9365.000,9500.000,8700.000,9500.000,9975.000,10000.000,9950.000,10500.000,10900.000,10000.000,10000.000,10000.000,9263.000
Central Queens,Queens,submarket,2000.000,1800.000,1950.000,2000.000,1550.000,1550.000,1550.000,1550.000,1575.000,1550.000,1550.000,1550.000,1550.000,1550.000,1875.000,2050.000,2050.000,2050.000,2023.000,1988.000,2323.000,2398.000,2225.000,2200.000,2100.000,2530.000,2530.000,2530.000,1900.000,2000.000,2100.000,2188.000,2050.000,2292.000,2150.000,2263.000,2075.000,2150.000,2150.000,2163.000,2292.000,2344.000,2271.000,2050.000,2000.000,2095.000,2000.000,2000.000,2000.000,2000.000,2025.000,2100.000,2100.000,2100.000,2150.000,2200.000,2185.000,2100.000,2200.000,2200.000,2100.000,2150.000,2100.000,2150.000,2200.000,2195.000,2150.000,2150.000,2150.000,2150.000,2175.000,2175.000,2150.000,2200.000,2150.000,2156.000,2200.000,2200.000,2250.000,2253.000,2250.000,2200.000,2200.000,2200.000,2200.000,2200.000,2200.000,2200.000,2200.000,2200.000,2250.000,2300.000,2250.000,2200.000,2200.000,2200.000,2200.000,2150.000,2195.000,2150.000,2200.000,2250.000,2300.000,2300.000,2250.000,2200.000,2200.000,2200.000,2200.000,2200.000,2241.000,2300.000
Chelsea,Manhattan,neighborhood,4900.000,5500.000,5500.000,5495.000,5473.000,5498.000,4723.000,5208.000,5500.000,5863.000,5700.000,5500.000,5700.000,6000.000,5500.000,5663.000,5500.000,5875.000,5800.000,5500.000,6248.000,6500.000,5950.000,5925.000,5895.000,6395.000,6325.000,6000.000,5977.000,6000.000,5995.000,6120.000,6200.000,6062.000,6705.000,6000.000,5600.000,5313.000,5695.000,5845.000,6000.000,5797.000,5500.000,5300.000,5500.000,5595.000,5495.000,5623.000,5500.000,5713.000,5998.000,5900.000,5878.000,6400.000,6000.000,6000.000,5950.000,5713.000,6020.000,6200.000,6350.000,6330.000,6500.000,6450.000,6300.000,6100.000,6198.000,6450.000,6300.000,6379.000,6298.000,6363.000,6290.000,6227.000,6500.000,6505.000,6495.000,6296.000,6214.000,6150.000,5995.000,5948.000,5865.000,5900.000,5750.000,5663.000,5778.000,5805.000,5544.000,5681.000,5695.000,5625.000,5800.000,5746.000,5925.000,5623.000,5570.000,5950.000,5904.000,5700.000,6200.000,5844.000,5625.000,5500.000,6045.000,6000.000,6125.000,6400.000,6325.000,6160.000,5975.000,6080.000
Chinatown,Manhattan,neighborhood,,,,,2250.000,2200.000,2250.000,,3500.000,2300.000,2350.000,2750.000,2750.000,2500.000,2700.000,,,,3600.000,2650.000,3025.000,2450.000,2400.000,,,,2950.000,3100.000,2425.000,2450.000,2700.000,3400.000,,,2325.000,2355.000,2750.000,2475.000,2600.000,2638.000,3600.000,2898.000,2450.000,,,3395.000,2850.000,2800.000,2800.000,2675.000,2500.000,2500.000,2950.000,3575.000,3400.000,3000.000,3500.000,3500.000,3550.000,3550.000,2898.000,3550.000,3600.000,3600.000,3275.000,2825.000,2775.000,2850.000,2700.000,2700.000,2750.000,3275.000,3600.000,2725.000,3095.000,3300.000,3100.000,3223.000,3100.000,3100.000,2800.000,2950.000,3100.000,3198.000,3449.000,3500.000,3299.000,3175.000,3474.000,3000.000,2900.000,3000.000,2950.000,2750.000,2800.000,2773.000,2700.000,2800.000,2858.000,2895.000,3000.000,2975.000,3000.000,2972.000,2900.000,2663.000,2800.000,2800.000,2800.000,3000.000,2825.000,2875.000
City Island,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clearview,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton Hill,Brooklyn,neighborhood,2240.000,2240.000,2125.000,2125.000,2350.000,2150.000,2000.000,2150.000,2500.000,2500.000,2350.000,2300.000,2439.000,2415.000,2495.000,2425.000,2571.000,2536.000,2500.000,2525.000,2500.000,2675.000,2600.000,2650.000,2775.000,2788.000,3000.000,3000.000,2800.000,2825.000,2900.000,3250.000,3300.000,3225.000,3424.000,3400.000,2775.000,2875.000,2650.000,2790.000,2850.000,3100.000,2750.000,2750.000,2700.000,2895.000,2800.000,2798.000,2795.000,2700.000,2700.000,2825.000,2800.000,2800.000,2875.000,2950.000,2825.000,2707.000,2650.000,2760.000,2700.000,2750.000,2750.000,2800.000,2768.000,2800.000,2800.000,2863.000,2850.000,2800.000,2750.000,2800.000,2800.000,2800.000,2800.000,2800.000,2800.000,2745.000,2750.000,2700.000,2775.000,2800.000,2800.000,2723.000,2750.000,2745.000,2650.000,2600.000,2650.000,2695.000,2838.000,2699.000,2965.000,2995.000,2938.000,2978.000,3000.000,3100.000,2970.000,2975.000,3013.000,3000.000,2998.000,3100.000,3175.000,3116.000,3115.000,2975.000,2995.000,3250.000,3250.000,3250.000
Co-op City,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobble Hill,Brooklyn,neighborhood,,,,3245.000,3350.000,,2700.000,2600.000,,3425.000,3125.000,,,,,2963.000,3125.000,2975.000,3000.000,3200.000,,3513.000,3200.000,4000.000,4000.000,3400.000,3400.000,2925.000,3000.000,3500.000,3595.000,3830.000,3515.000,3965.000,4150.000,3665.000,3830.000,4200.000,4200.000,3250.000,3400.000,4480.000,4200.000,4000.000,3500.000,4125.000,4125.000,3300.000,3300.000,3550.000,3960.000,3920.000,3500.000,3920.000,3500.000,3350.000,3500.000,3600.000,3225.000,3450.000,3400.000,3400.000,3495.000,3525.000,3600.000,3600.000,3600.000,3600.000,3600.000,3700.000,3450.000,3600.000,3700.000,3500.000,3500.000,3500.000,3800.000,3575.000,3500.000,3540.000,3500.000,3500.000,3348.000,3125.000,3473.000,3343.000,3250.000,3400.000,3575.000,3300.000,3500.000,3600.000,3798.000,3798.000,3750.000,4057.000,3663.000,3500.000,3350.000,3300.000,3265.000,3404.000,3950.000,3895.000,3800.000,3395.000,3450.000,3395.000,3500.000,3500.000,3995.000,3600.000
College Point,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia St Waterfront District,Brooklyn,neighborhood,,,,,,,,,,,,,,2200.000,2200.000,2200.000,2200.000,,,,,,,,,2600.000,,,,2600.000,2600.000,2550.000,,,,,,,,3000.000,,,2700.000,3350.000,2600.000,2500.000,2775.000,2500.000,2825.000,2725.000,2800.000,2800.000,2850.000,2800.000,3075.000,2900.000,,,2900.000,3150.000,3150.000,2800.000,3125.000,3000.000,3000.000,2850.000,2875.000,2800.000,2950.000,2950.000,2950.000,3000.000,2950.000,2950.000,3000.000,3000.000,3500.000,3050.000,3100.000,2950.000,2950.000,2950.000,3000.000,3199.000,2964.000,3050.000,3125.000,3150.000,3050.000,2975.000,3000.000,3000.000,2875.000,2887.000,2800.000,2790.000,2750.000,2750.000,,2725.000,3150.000,3200.000,3300.000,3000.000,2999.000,2900.000,2799.000,2700.000,2850.000,2850.000,3775.000,3900.000
Concourse,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.000,1550.000,1695.000,1595.000,1673.000,,,,,,1600.000,1648.000,1648.000,1650.000,1667.000,1600.000,1675.000,1675.000,1700.000,1775.000,1698.000,1695.000,1698.000,1700.000,1700.000,1700.000,1775.000,1725.000,1700.000,1775.000,1650.000,1675.000,1999.000,1800.000,1700.000,1750.000,1750.000,1750.000,1949.000,1925.000,2000.000,1799.000,,1950.000,1850.000,1995.000,2000.000,,1950.000,1963.000,1950.000,1800.000,1950.000,1950.000,1895.000,1875.000,1900.000,1899.000
Coney Island,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.000,,,,,,2175.000,2050.000,,2073.000,,,,2085.000,,,,,,,,,,2325.000,2100.000,,2100.000,2025.000,2025.000,2195.000,2066.000,2000.000,2066.000,2100.000,2000.000,2321.000,2475.000,2325.000,2375.000,2075.000,2150.000,2400.000,2275.000,2300.000,2400.000,2399.000,2200.000,2300.000,2300.000,2325.000,2500.000,2500.000,2400.000,2325.000,2399.000,2250.000,2400.000,2150.000,2275.000,2250.000,2375.000,2350.000,2450.000,,,2400.000,2325.000,2300.000,2300.000,2300.000,2350.000,2395.000,2750.000,,,,,,
Corona,Queens,neighborhood,,,,,1550.000,1550.000,1550.000,1550.000,1550.000,1550.000,1550.000,1550.000,1550.000,1550.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.000,,,,,,,,,,,,,,,,2200.000,2200.000,2110.000,2095.000,,,2235.000,2288.000,,,2323.000,2280.000,2265.000,2265.000,2238.000,2235.000,2280.000,,2240.000,2253.000,2195.000,2150.000,2200.000,,,,2300.000,2283.000,2330.000,2208.000,2273.000,,,,2343.000,,,,2403.000,2445.000,2438.000,,,2315.000
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Heights,Brooklyn,neighborhood,2000.000,2000.000,1950.000,1888.000,1885.000,1838.000,1838.000,1500.000,1500.000,1575.000,1725.000,1725.000,1738.000,1750.000,1750.000,1795.000,1850.000,1900.000,1900.000,1775.000,1900.000,1800.000,1850.000,1800.000,1950.000,2000.000,2100.000,1988.000,1938.000,2000.000,1900.000,1938.000,1980.000,1988.000,2100.000,1950.000,2200.000,2193.000,2200.000,2400.000,2300.000,2200.000,2067.000,2000.000,2250.000,2275.000,2200.000,2100.000,2009.000,1998.000,2000.000,2150.000,2300.000,2300.000,2300.000,2200.000,2200.000,2100.000,2100.000,2100.000,2100.000,2100.000,2198.000,2250.000,2200.000,2230.000,2300.000,2300.000,2300.000,2300.000,2200.000,2200.000,2200.000,2250.000,2350.000,2353.000,2350.000,2400.000,2399.000,2395.000,2300.000,2299.000,2250.000,2200.000,2200.000,2248.000,2250.000,2245.000,2299.000,2350.000,2350.000,2450.000,2400.000,2375.000,2399.000,2312.000,2295.000,2300.000,2350.000,2350.000,2350.000,2399.000,2425.000,2400.000,2450.000,2395.000,2350.000,2395.000,2400.000,2392.000,2350.000,2395.000
DUMBO,Brooklyn,neighborhood,4348.000,4650.000,3400.000,4198.000,4198.000,4350.000,4200.000,4498.000,4500.000,4398.000,4300.000,4300.000,4398.000,4598.000,4900.000,4975.000,4700.000,4700.000,4700.000,4700.000,4275.000,4250.000,4600.000,4450.000,4900.000,4825.000,5125.000,5225.000,4500.000,4500.000,4550.000,4613.000,4600.000,4800.000,4600.000,4000.000,5000.000,5995.000,6098.000,6050.000,5300.000,5400.000,5200.000,5000.000,5100.000,4973.000,4850.000,4850.000,4800.000,4800.000,4800.000,4910.000,4910.000,5000.000,5190.000,5263.000,5000.000,5300.000,5300.000,5500.000,5500.000,5500.000,5499.000,5430.000,5123.000,5378.000,5500.000,5495.000,5500.000,5500.000,5630.000,5392.000,5500.000,5467.000,5300.000,5200.000,5500.000,5500.000,5346.000,5450.000,5350.000,5380.000,5396.000,5485.000,5495.000,5498.000,5495.000,5475.000,5655.000,5628.000,5500.000,5571.000,5595.000,5471.000,5163.000,4995.000,5000.000,5500.000,5839.000,6180.000,5995.000,5695.000,5798.000,5798.000,5383.000,5271.000,5821.000,6022.000,6000.000,5536.000,6123.000,6200.000
Ditmas Park,Brooklyn,neighborhood,,,,,,,,,,,,,,1573.000,1600.000,1600.000,,1800.000,1800.000,1800.000,,1825.000,,,,1900.000,,1938.000,,,1850.000,1775.000,1850.000,1850.000,,1775.000,1800.000,,,,2250.000,1950.000,2000.000,1975.000,1975.000,1950.000,2000.000,2000.000,1950.000,1850.000,1850.000,1875.000,1900.000,1950.000,1900.000,2200.000,2300.000,2300.000,1985.000,1910.000,1975.000,1920.000,1900.000,1950.000,2000.000,2000.000,2100.000,2200.000,2175.000,2100.000,2050.000,2195.000,2000.000,1950.000,2000.000,1998.000,2000.000,2100.000,2250.000,2050.000,2199.000,2050.000,2050.000,2000.000,2000.000,2100.000,2050.000,2100.000,2000.000,2000.000,2100.000,2250.000,2261.000,2300.000,2275.000,2275.000,2300.000,2250.000,2350.000,2273.000,2095.000,2199.000,2475.000,2500.000,2299.000,2250.000,2263.000,2326.000,2337.000,2350.000,2200.000,2375.000
Douglaston,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downtown Brooklyn,Brooklyn,neighborhood,2400.000,2400.000,2476.000,2400.000,2488.000,2881.000,2893.000,3200.000,3369.000,3050.000,3025.000,3250.000,3500.000,3350.000,3350.000,3000.000,2853.000,2938.000,3019.000,3041.000,3175.000,3129.000,3156.000,3100.000,3000.000,3071.000,3094.000,3071.000,3229.000,3227.000,3323.000,3202.000,3202.000,3300.000,3386.000,3463.000,3451.000,3600.000,4095.000,4100.000,4050.000,3858.000,3800.000,3800.000,3695.000,3560.000,3595.000,3684.000,3700.000,3750.000,3885.000,3700.000,4003.000,4055.000,3945.000,4120.000,3925.000,4258.000,4200.000,4058.000,4023.000,4250.000,4355.000,4395.000,4510.000,4535.000,4300.000,4437.000,4180.000,4154.000,4029.000,4019.000,4028.000,3969.000,3995.000,3960.000,3690.000,3695.000,3950.000,4095.000,4170.000,4092.000,3995.000,3991.000,3986.000,3991.000,4115.000,4124.000,4311.000,4308.000,4399.000,4188.000,4066.000,4059.000,4075.000,4075.000,4101.000,4010.000,4056.000,4138.000,4450.000,4881.000,4785.000,4703.000,4557.000,4295.000,4402.000,4225.000,4214.000,4232.000,4269.000,4494.000
Dyker Heights,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.000,2200.000,2025.000,2200.000,2200.000,2000.000,2000.000,1925.000,2100.000,1895.000,1950.000,1975.000,1850.000,1850.000,1825.000,2025.000,2050.000,2000.000,2150.000,1950.000,1950.000,1995.000,2195.000,2198.000,1950.000,2000.000,2000.000,2000.000,2000.000,1950.000,1975.000,1999.000,1900.000,1900.000,,1813.000,1800.000,1737.000,,2098.000,2000.000,1820.000,1999.000,2000.000,1850.000,1900.000,2000.000,1900.000,1988.000,2000.000,1975.000,1970.000,1973.000,,
East Brooklyn,Brooklyn,submarket,1700.000,1700.000,1650.000,1700.000,1700.000,1650.000,1600.000,1500.000,1500.000,1600.000,1650.000,1695.000,1695.000,1695.000,1695.000,1695.000,1695.000,1750.000,1800.000,1700.000,1700.000,1650.000,1700.000,1723.000,1700.000,1750.000,1800.000,1800.000,1800.000,1750.000,1800.000,1800.000,1800.000,1800.000,1800.000,1900.000,2000.000,1999.000,1950.000,2000.000,2075.000,2000.000,2100.000,2095.000,2100.000,2150.000,2000.000,2000.000,2000.000,1975.000,2000.000,2064.000,2100.000,2195.000,2200.000,2200.000,2200.000,2100.000,2150.000,2100.000,2100.000,2100.000,2200.000,2200.000,2250.000,2300.000,2300.000,2300.000,2300.000,2260.000,2250.000,2200.000,2232.000,2300.000,2300.000,2300.000,2350.000,2400.000,2395.000,2375.000,2350.000,2300.000,2299.000,2295.000,2250.000,2299.000,2275.000,2295.000,2300.000,2328.000,2350.000,2396.000,2350.000,2349.000,2320.000,2300.000,2290.000,2290.000,2300.000,2350.000,2400.000,2400.000,2450.000,2475.000,2475.000,2400.000,2400.000,2395.000,2395.000,2399.000,2400.000,2429.000
East Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.000,,,1673.000,1650.000,1600.000,1600.000,1525.000,1550.000,1650.000,1650.000,1750.000,1538.000,1400.000,1400.000,1400.000,1400.000,1400.000,1450.000,1550.000,1595.000,1795.000,1795.000,1850.000,1898.000,2000.000,1895.000,1800.000,1800.000,1800.000,1873.000,1798.000,1795.000,1795.000,1795.000,1850.000,1900.000,1900.000,1900.000,1850.000,1850.000,1900.000,1987.000,2000.000,1950.000,1900.000,1995.000,2000.000,2087.000,1995.000,1963.000,2000.000,2090.000,2100.000,2100.000,2050.000,2000.000,2000.000,2000.000,2038.000,2125.000,2175.000,2050.000,2000.000,2100.000,2195.000,2000.000,2200.000,2199.000
East Harlem,Manhattan,neighborhood,2000.000,2100.000,2195.000,2195.000,2125.000,2125.000,2398.000,2395.000,2400.000,2398.000,2650.000,2300.000,2175.000,2200.000,2225.000,2000.000,2000.000,2195.000,2050.000,1990.000,2100.000,2100.000,1995.000,2150.000,2300.000,2366.000,2275.000,2150.000,2200.000,2198.000,2285.000,2323.000,2366.000,2350.000,2358.000,2500.000,2475.000,2495.000,2500.000,2500.000,2495.000,2500.000,2575.000,2475.000,2400.000,2300.000,2200.000,2199.000,2200.000,2300.000,2400.000,2366.000,2366.000,2300.000,2295.000,2250.000,2295.000,2250.000,2200.000,2250.000,2250.000,2300.000,2300.000,2400.000,2450.000,2450.000,2450.000,2400.000,2400.000,2455.000,2450.000,2400.000,2400.000,2450.000,2400.000,2455.000,2500.000,2500.000,2500.000,2500.000,2500.000,2495.000,2500.000,2500.000,2593.000,2635.000,2595.000,2643.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2450.000,2495.000,2475.000,2475.000,2450.000,2400.000,2495.000,2500.000,2495.000,2495.000,2500.000,2499.000,2450.000,2500.000,2500.000,2550.000,2550.000,2495.000
East New York,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.000,1345.000,1350.000,,,,1400.000,1375.000,,1350.000,1350.000,1350.000,1350.000,1400.000,1498.000,1575.000,1550.000,1600.000,1514.000,1532.000,1600.000,1600.000,,1550.000,1600.000,1573.000,1575.000,1600.000,1600.000,1575.000,1688.000,1625.000,1675.000,1685.000,1675.000,1650.000,1675.000,1700.000,1700.000,1700.000,1725.000,1750.000,1825.000,1800.000,1799.000,1799.000,1800.000,1800.000,1800.000,1800.000,1800.000,1800.000,1850.000,1850.000,1850.000,1825.000,1795.000,1825.000,1800.000,1800.000,1850.000,1850.000,1850.000,1900.000,1900.000,1925.000,1900.000,1900.000,1965.000,1900.000,1863.000,1900.000,1950.000,1950.000,1999.000,2000.000
East Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.000,,,,,
East Village,Manhattan,neighborhood,2900.000,2975.000,2995.000,2900.000,2800.000,2800.000,2800.000,2950.000,3495.000,3075.000,3000.000,2995.000,3075.000,2995.000,3150.000,3025.000,3100.000,3000.000,3098.000,3348.000,3550.000,3500.000,3773.000,3500.000,3495.000,3495.000,3495.000,3495.000,3495.000,3495.000,3273.000,3395.000,3400.000,3500.000,3500.000,3525.000,3695.000,3633.000,3633.000,3300.000,3450.000,3400.000,3300.000,3300.000,3300.000,3360.000,3400.000,3395.000,3395.000,3395.000,3500.000,3495.000,3400.000,3400.000,3495.000,3495.000,3498.000,3500.000,3400.000,3500.000,3500.000,3500.000,3500.000,3500.000,3500.000,3490.000,3400.000,3450.000,3425.000,3483.000,3400.000,3338.000,3495.000,3450.000,3595.000,3625.000,3590.000,3599.000,3595.000,3550.000,3495.000,3495.000,3500.000,3477.000,3438.000,3495.000,3500.000,3595.000,3600.000,3500.000,3497.000,3450.000,3333.000,3300.000,3285.000,3398.000,3462.000,3600.000,3595.000,3595.000,3600.000,3650.000,3600.000,3600.000,3595.000,3600.000,3650.000,3537.000,3500.000,3600.000,3600.000,3600.000
Eastchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenwald,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.000,,,,,2200.000,,,,,,,,,,,,,2350.000,2525.000,1950.000,2075.000,2150.000,2165.000,,,,,2000.000,1975.000,2375.000,2238.000,2100.000,2095.000,2150.000,2073.000,2175.000,2399.000,2073.000,2098.000,2350.000,2395.000,2300.000,2463.000,2200.000,2325.000,2000.000,1978.000,2050.000,1995.000,2050.000,2300.000,2175.000,2150.000,2150.000,2200.000,2200.000,2200.000,2155.000,2198.000,2155.000,2155.000,2155.000,1950.000,1950.000,1935.000,2050.000,2050.000,2000.000,2154.000,2150.000,2300.000,2130.000,2049.000,2100.000,2100.000,2050.000,2122.000,2143.000
Financial District,Manhattan,neighborhood,4375.000,4475.000,4050.000,4300.000,4500.000,4358.000,4695.000,4600.000,4676.000,4500.000,4675.000,4474.000,4825.000,5363.000,5263.000,5295.000,5100.000,5003.000,5000.000,4620.000,4548.000,4500.000,4500.000,4478.000,4500.000,4658.000,4600.000,5000.000,4853.000,4800.000,4800.000,4875.000,4950.000,4800.000,4950.000,4875.000,4795.000,4950.000,4868.000,4795.000,4500.000,4600.000,4995.000,4998.000,4835.000,4595.000,4895.000,4795.000,4895.000,4895.000,4927.000,4995.000,5000.000,5314.000,5000.000,5115.000,5250.000,5084.000,4995.000,5050.000,5450.000,5500.000,5457.000,5750.000,5695.000,5350.000,5100.000,5195.000,5285.000,5100.000,5090.000,5400.000,5430.000,5436.000,5446.000,5500.000,5400.000,5450.000,5500.000,5298.000,5295.000,5169.000,5000.000,5141.000,5218.000,5295.000,5163.000,5316.000,5455.000,5475.000,5450.000,5300.000,5000.000,4924.000,4936.000,4990.000,4950.000,5030.000,4998.000,4700.000,5369.000,5360.000,5417.000,5264.000,5195.000,5348.000,5160.000,5098.000,5295.000,5271.000,5250.000,5507.000
Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,2050.000,2100.000,2050.000,1600.000,,,,,,,,,,,,,,,,,,,,1548.000,1450.000,1600.000,1708.000,1708.000,1823.000,1823.000,1850.000,1925.000,1750.000,1750.000,1800.000,1743.000,1600.000,1613.000,1798.000,1888.000,1800.000,1800.000,1800.000,1800.000,1800.000,1800.000,1800.000,1850.000,1900.000,1900.000,1900.000,1950.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1897.000,2000.000,1975.000,1997.000,1997.000,2000.000,1995.000,1998.000,1999.000,1900.000,1900.000,1900.000,1925.000,1950.000,1975.000,2000.000,2099.000,2100.000,2099.000,2050.000,2000.000,1990.000,2050.000,2100.000,2100.000,2095.000,2050.000,2100.000,2100.000,2195.000,2200.000,2200.000,2150.000,2200.000,2220.000,2200.000,2099.000,2150.000
Flatiron,Manhattan,neighborhood,5800.000,5450.000,5950.000,5495.000,6500.000,6500.000,5825.000,5950.000,5995.000,5998.000,6500.000,6750.000,6925.000,7000.000,6998.000,6500.000,6550.000,6600.000,6800.000,6000.000,6300.000,6500.000,7000.000,6673.000,6700.000,7400.000,7175.000,6500.000,6095.000,6500.000,6600.000,6825.000,6850.000,6850.000,6895.000,6895.000,6965.000,6698.000,6500.000,6548.000,6500.000,7000.000,6965.000,6998.000,7000.000,7464.000,7116.000,6972.000,6840.000,6532.000,6868.000,7700.000,7700.000,7633.000,7438.000,7245.000,6955.000,6995.000,6955.000,6940.000,6995.000,7200.000,7488.000,7500.000,7970.000,7670.000,7675.000,7775.000,7500.000,7575.000,7500.000,7500.000,7475.000,7195.000,6995.000,7000.000,6619.000,7219.000,6950.000,6995.000,7000.000,6974.000,6945.000,6995.000,6998.000,7398.000,7150.000,7400.000,7050.000,7000.000,6500.000,6895.000,6995.000,6750.000,7000.000,7495.000,6961.000,7027.000,7168.000,6749.000,7373.000,7201.000,6995.000,7034.000,7043.000,7440.000,7500.000,8000.000,7800.000,7500.000,7092.000,7250.000
